case.title,case.productName,ms.service
 Cancel sub,Disable subscription,subscription
Azure新建的账户删不掉,Enterprise portal enquiry,billing
在线购买支付问题,Pay by Invoice,payment
云服务多IP绑定需求,VIP,virtual-network
SQL VM费用问题,Enterprise billing questions,billing
VM计费咨询,Azure Offers and Pricing,billing
指导客户在Azure管理员账户下创建子账户,Co-admin related issue,subscription
云启云伴计划,Monetary Credit,payment
inVoice pay-20170707,Pay by Invoice,payment
Cancel invoice order-0817,Invoice PI-Cancel Order,payment
Can't use SSD VM,Other General questions,general
Azure订阅咨询,Switch to Another Offer,subscription
合约中的费用及价目问题,Enterprise billing questions,billing
如何查看某订阅下账单,Enterprise billing questions,billing
账号迁移,Change Ownership of My Subscription,subscription
虚拟机CPP下单计费问题,Azure Offers and Pricing,billing
付款后未显示金额,Billing and Payment Issues,billing
订阅误删除,Re-Enable a Subscription,subscription
数据传出 (GB) - 区域 1 这是什么费用呀,Billing and Payment Issues,billing
Invoice pay 0710,Pay by Invoice,payment
Invoice PI Cancel order- 0824,Invoice PI-Cancel Order,payment
Azure 创建存储账户容器下面screan shop  serial log是否单独收费,Azure Offers and Pricing,billing
Azure 6月份账单咨询,Enterprise billing questions,billing
cpp包含内容,Enterprise billing questions,billing
存储计费查询,Enterprise billing questions,billing
查看目前产生的用量,Enterprise billing questions,billing
EA门户创建新用户,How to add admin in EA Portal,billing
请求增加cores,Compute,virtual-machines
我申请了1元试用1个月的云服务器，现在无法登陆了,Billing and Payment Issues,billing
SQL Server for Windows价格计算,Azure Offers and Pricing,billing
Azure计费问题,Azure Offers and Pricing,billing
线下汇款-2017/9/5,Pay by Invoice,payment
VM单位费用确认,Enterprise billing questions,billing
怎么查询余额,Other questions about billing portal,billing
账户余额确认,Pay by Invoice,payment
付款一直挂起,Billing and Payment Issues,billing
Invoice pay 0718,Pay by Invoice,payment
用于备份的虚拟机快照怎么计算费用,Azure Offers and Pricing,billing
无法创建VM，提示当前在此订阅的 China East 中不可用,Other General questions,general
HDInsight增加配额问题,HDInsight,hdinsight
订阅资源查询,Enterprise billing questions,billing
电汇文档需求,Pay by Invoice,payment
Azure Service Fabric 的收费,Azure Offers and Pricing,billing
流量费账单查询,Enterprise billing questions,billing
无法找到订阅,Cannot find my subscription,subscription
订阅激活相关咨询,Other General questions,general
充值问题确认,Pay by Invoice,payment
D系列虚拟机配额,Compute,virtual-machines
订阅被禁止,Billing and Payment Issues,billing
已有订阅及账单无法看到,Enterprise portal enquiry,billing
EA账单里的价格是否含税,Enterprise portal enquiry,billing
could you please help to renew account,Re-Enable a Subscription,subscription
Increase Core Limit to 40,Compute,virtual-machines
确认超额费用,Enterprise billing questions,billing
磁盘计费是否有iops规则,Azure Offers and Pricing,billing
等保证书咨询,Purchase of Proof,billing
内核数如何增加,Compute,virtual-machines
Invoice pay 0719/20,Pay by Invoice,payment
一元试用账号超额问题,Azure Offers and Pricing,billing
EA Trial 账号无法添加到EA 门户,Switch to Another Offer,subscription
付款方式变更咨询,Supported Payment methods,billing
EA订阅延期需求,Other General questions,general
服务器价格,Azure Offers and Pricing,billing
Azure查询发票信息,Fapiao related,payment
EA创建订阅,How to add new subscription,subscription
取消訂閱的電匯付款,Invoice PI-Cancel Order,payment
订阅名称更改,Other General questions,general
数据保留,Other General questions,general
资源扩充申请-创盛视联,Compute,virtual-machines
无法在东区创建D3_v2 (4 Cores 14 GiB)规格的虚拟机,Other General questions,general
了解VPN网关价格详情,Billing and Payment Issues,billing
azure试用账号申请重启,Re-Enable a Subscription,subscription
express route专线服怎么计费,Enterprise billing questions,billing
1元试用无法支付，订阅无法新建,How to add new subscription,subscription
微软云服务价格计算方式,Azure Offers and Pricing,billing
D2型号虚机无法开通东部节点,Compute,virtual-machines
东部ARM模式下无法创建虚拟机,Other General questions,general
Quota Inrease,Compute,virtual-machines
Azure 在web app中的部署全部停掉是否还会收费,Enterprise billing questions,billing
CPU Core Request Quota Increases,Compute,virtual-machines
账号之前的充值记录,Billing and Payment Issues,billing
对公转账相关事宜咨询,Billing and Payment Issues,billing
发票系统中发票邮寄信息有误,Fapiao related,payment
Invoice PI Cancel order- 0804,Invoice PI-Cancel Order,payment
托管协议,Purchase of Proof,billing
客户咨询怎样查看账单余额详细信息,Other questions about billing portal,billing
预留邮箱的更改,Other General questions,general
支持页blob的虚机是什么系列,Enterprise billing questions,billing
Azure等保三级的评分,Purchase of Proof,billing
dwadwa,Disable MS-Led trial account,subscription
更改订阅名字,Other General questions,general
azure 存储价格咨询,Azure Offers and Pricing,billing
发票申请问题,Fapiao related,payment
跨合约迁移订阅咨询,Change Ownership of My Subscription,subscription
Azure Backup 入站流量如何计费,Azure Offers and Pricing,billing
流量严重超标，申请减免费用,Refund Request,payment
申请增加总核数配额,Compute,virtual-machines
Virtual Network HP1 Gateway Hours,Enterprise billing questions,billing
充值查询,Pay by Invoice,payment
Migrate subscription to CME.GBL tenant,Change Ownership of My Subscription,subscription
电汇流程,Pay by Invoice,payment
如何申请发票,Fapiao related,payment
指导客户查看账单详情,Enterprise portal enquiry,billing
余额费用问题,Billing and Payment Issues,billing
power embedded计费问题,Azure Offers and Pricing,billing
关于ea.azure.cn报表中使用量的问题咨询,Enterprise billing questions,billing
停订阅,Disable subscription,subscription
请问怎么开发票？,Fapiao related,payment
添加标准预付费订阅,How to add new subscription,subscription
付款问题,Change Payment Method,billing
如何查看Azure使用量详情,Enterprise billing questions,billing
账单中服务查询,Enterprise billing questions,billing
Azure转移订阅失败,Change Ownership of My Subscription,subscription
Azure安全防护收费问题,Azure Offers and Pricing,billing
帮忙提交RDquota,Other General questions,general
sql server收费标准,Azure Offers and Pricing,billing
Cores limits only be 100,Compute,virtual-machines
帐单数据不对,Enterprise billing questions,billing
虚拟机在创建可用性集是否带来额外费用,Azure Offers and Pricing,billing
EA Portal 里面的价格清单是否含税？,Enterprise portal enquiry,billing
负载均衡服务怎么收费,Enterprise billing questions,billing
安邦保险 Azure核数提升申请,Compute,virtual-machines
中国东部无法创建DS2VM,Other General questions,general
如何绑定MPN ID,Partner ID issue in billing portal,billing
在北部无法创建ds2v2 系列虚机,Other General questions,general
我们需要提升服务器配置 收到了 Core 配额限制,Compute,virtual-machines
线下汇款-2017/10/30,Pay by Invoice,payment
开票系统注册用户时直接跳转到错误界面,Fapiao related,payment
支付宝充值问题,Billing and Payment Issues,billing
付费升级问题,Billing and Payment Issues,billing
消息推送服务计费咨询,Azure Offers and Pricing,billing
支付宝充值失败,Billing and Payment Issues,billing
收费详情以及发票申请咨询,Billing and Payment Issues,billing
虚拟机传出流量问题,Billing and Payment Issues,billing
Azure订阅被禁用,Re-Enable a Subscription,subscription
转账查询,Pay by Invoice,payment
充值确认,Billing and Payment Issues,billing
Azure使用费用问题,Enterprise billing questions,billing
在中国东部创建虚拟机失败,Other General questions,general
如何更改用户ID或者注销账户,Other General questions,general
EA Portal中添加订阅,Cannot find my subscription,subscription
登录时提示未找到任何订阅,Cannot find my subscription,subscription
请求恢复订阅号,Re-Enable a Subscription,subscription
指导续费,Billing and Payment Issues,billing
web 应用收费咨询,Azure Offers and Pricing,billing
DS系列虚拟机价格,Azure Offers and Pricing,billing
如何查看总存储用量,Enterprise billing questions,billing
资源申请——上海扩博智能技术有限公司,Compute,virtual-machines
transfer account owner,Change Ownership of My Subscription,subscription
线下汇款如何提交订单,Pay by Invoice,payment
Azure账单疑问,Billing and Payment Issues,billing
线下汇款20171109,Pay by Invoice,payment
Invoice Pay -用于记录线下汇款labor time,Pay by Invoice,payment
订阅被禁,Re-Enable a Subscription,subscription
虚拟机磁盘计费问题,Enterprise billing questions,billing
恢复订阅问题,Re-Enable a Subscription,subscription
续费无门,Billing and Payment Issues,billing
关于虚拟机以及VPN网关的定价,Azure Offers and Pricing,billing
Azure 虚拟机ASM ARM之间各自报价对比,Enterprise billing questions,billing
怎么添加订阅,How to add new subscription,subscription
EA门户等相关问题,Enterprise portal enquiry,billing
创建不了hd-insight的storm集群,HDInsight,hdinsight
账号充值,Billing and Payment Issues,billing
请问我的账户下余额是否有时间期限，如何延期？,Billing and Payment Issues,billing
站点恢复的价格问题,Azure Offers and Pricing,billing
Azure付款问题,Billing and Payment Issues,billing
CDN 收费收费模式是什么？,Billing and Payment Issues,billing
存储收费问题,Enterprise billing questions,billing
web direct走银行账户转账形式,Pay by Invoice,payment
发票未填写税号,Fapiao related,payment
Increase the core quota to 350 per subscription,Compute,virtual-machines
如何使用线下汇款,Billing and Payment Issues,billing
发票系统忘记密码,Fapiao related,payment
充值还未到账,Pay by Invoice,payment
企业用户账单问题,Enterprise billing questions,billing
department合并问题,Enterprise portal enquiry,billing
迁移到其他账户的订阅,Change Ownership of My Subscription,subscription
虚拟机包年服务计费问题,Enterprise billing questions,billing
DDOS流量产生费用问题,Billing and Payment Issues,billing
所以资源都处于禁用状态,Billing and Payment Issues,billing
支付宝完成支付后未到账,Billing and Payment Issues,billing
关于充值费用和精确统计的问题,Enterprise billing questions,billing
去除本帐号的HD Insight核数限制，方便创建HD Insight服务,HDInsight,hdinsight
database计费咨询,Azure Offers and Pricing,billing
CPP虚拟机咨询,Enterprise billing questions,billing
订阅余额查询,Enterprise billing questions,billing
记录线下汇款labor,Pay by Invoice,payment
1元试用无法使用,Billing and Payment Issues,billing
东部无法创建虚拟机,Other General questions,general
申请提高Cores配额,Compute,virtual-machines
添加新管理员报错,Co-admin related issue,subscription
EA账号无法添加订阅,How to add new subscription,subscription
订阅误操作取消，请后台重启订阅,Re-Enable a Subscription,subscription
Azure合作伙伴问题,Partner ID issue in billing portal,billing
Quota increase -志承软件,Compute,virtual-machines
查看账户金额及续费问题,Billing and Payment Issues,billing
EA账号订阅迁移问题,Other General questions,general
数据保留问题,Other General questions,general
SSD收费问题,Azure Offers and Pricing,billing
付费咨询,Supported Payment methods,billing
线下付款协议和汇款问题,Pay by Invoice,payment
线下付款进度查询,Pay by Invoice,payment
未充值成功,Billing and Payment Issues,billing
服务被停原因查询,Billing and Payment Issues,billing
关于账号,How to add new subscription,subscription
申请发票提示已经注册,Fapiao related,payment
Cancel order - multiple order to keep successful one,Invoice PI-Cancel Order,payment
无法购买 中国东部 的虚拟机,Compute,virtual-machines
托管磁盘收费问题,Azure Offers and Pricing,billing
I wish to deploy A series VMs in EAST Asia region for my subscription ID,Compute,virtual-machines
订阅因被流量攻击关闭,Refund Request,payment
如何创建子订阅,How to add new subscription,subscription
Azure安全合规性咨询,Azure Offers and Pricing,billing
增加 cores in China North region,Compute,virtual-machines
权限设置,Co-admin related issue,subscription
如何将订阅绑定至原微软帐号,Other General questions,general
更改注册邮箱,Other General questions,general
信用余额到期了问题,Billing and Payment Issues,billing
Azure申请退款,Refund Request,payment
创建企业帐户后无法添加订阅,How to add new subscription,subscription
汇款确认,Pay by Invoice,payment
mongodb怎么收费的？,Azure Offers and Pricing,billing
EA订阅迁移到web direct,Change Ownership of My Subscription,subscription
查看续费情况,Enterprise billing questions,billing
Azure备份存储计费问题,Enterprise billing questions,billing
数据迁移前确认相关订阅下的资源,Switch to Another Offer,subscription
9月份账单详情咨询,Enterprise billing questions,billing
2017年2月1日开始的新价格没有生效,Azure Offers and Pricing,billing
1元试用停用后无法取回硬盘中的关键数据吗？,Billing and Payment Issues,billing
查看账单问题,Enterprise portal enquiry,billing
如何续费？,Billing and Payment Issues,billing
请帮忙提升订阅的HDInsight的内核配额到200,HDInsight,hdinsight
开具发票&发票金额&欠费问题,Fapiao related,payment
测试账户升级咨询,Re-Enable a Subscription,subscription
什么样的原因导致我的azure帐号无法登录到ea.azure.cn中,Cannot log into EA portal,billing
流量问题,Azure Offers and Pricing,billing
东部无法创建资源,Other General questions,general
账号金额查询,Enterprise billing questions,billing
线下汇款以及发票问题,Pay by Invoice,payment
订阅由个人版升级到企业版,Switch to Another Offer,subscription
创建账户管理账号,Other questions about billing portal,billing
Clarification regarding network traffic charge,Billing and Payment Issues,billing
订单取消,Invoice PI-Cancel Order,payment
标准IO - 空间长度型BLOB存储/磁盘（GB） - 本地冗余,Billing and Payment Issues,billing
欠费问题,Azure Offers and Pricing,billing
申请上海地区资源,Other General questions,general
partner帮客户下单,Fapiao related,payment
查询2016-11到2017-3的详细账单,Cannot download my usage in billing portal,billing
Provide credit to 63c63b5-6bbb-48d0-af9e-a7c86865cfff,Monetary Credit,payment
1RMB升级成标准预付费用户,Billing and Payment Issues,billing
Enable creation of virtual machines in China East,Other General questions,general
中国东部创建虚拟机失败,Other General questions,general
标准预付费客户和MS-LED客户的资源使用区别问题,Other General questions,general
CloudService的价格,Azure Offers and Pricing,billing
申请配额后配额未生效,Compute,virtual-machines
线下汇款--2017/11/3,Pay by Invoice,payment
添加子账号显示待定,Enterprise portal enquiry,billing
Need more cores for new deployment,Compute,virtual-machines
申请更多配额,Active Directory,active-directory
账单费用问题,Enterprise billing questions,billing
转账进程咨询,Pay by Invoice,payment
修改手机和邮箱,Other General questions,general
无法创建东部A2类型的虚拟机,Other General questions,general
北部创建vm问题,Compute,virtual-machines
"Increase cores per subs, please.",Compute,virtual-machines
convert offer type,Switch to Another Offer,subscription
支付咨询以及如何申请发票,Fapiao related,payment
关机计费问题,Azure Offers and Pricing,billing
增加hdi核数到400,HDInsight,hdinsight
need create ARM A2 series VM in China East,Other General questions,general
新建了一个订阅，找不到了,Cannot find my subscription,subscription
线下汇款-2017-12-12,Pay by Invoice,payment
存储计费问题,Azure Offers and Pricing,billing
资源使用量的统计情况,Compute,virtual-machines
增加核数限制,Compute,virtual-machines
Invoice Report,Pay by Invoice,payment
请提供清晰的ISO 27001认证证书图片,Other General questions,general
价格问题,Azure Offers and Pricing,billing
我需要恢复订阅,Re-Enable a Subscription,subscription
账单余额确定,Billing and Payment Issues,billing
Azure注册未接到发票系统激活邮件,Fapiao related,payment
获取每月用量,Enterprise billing questions,billing
能否提供proforma invoice给国外用户,Fapiao related,payment
cpp服务咨询,Enterprise billing questions,billing
portal.azure.cn中的“成本管理+计费”是否可以看到中账单总金额？,Enterprise billing questions,billing
使用支付宝支付时，可否支持公司支付宝,Billing and Payment Issues,billing
 EA portal无法添加订阅,How to add new subscription,subscription
EA客户创建订阅数咨询,Other General questions,general
VPN费用咨询,Azure Offers and Pricing,billing
虚拟机如何计费,Billing and Payment Issues,billing
O365账号添加azure订阅,How to add new subscription,subscription
流量收費的問題,Azure Offers and Pricing,billing
计费情况咨询,Billing and Payment Issues,billing
新创建的订阅无法在东部创建虚拟机,Other General questions,general
send grid收费问题,Billing and Payment Issues,billing
无法创建D4_V2虚拟机,Compute,virtual-machines
营业执照需求,Purchase of Proof,billing
遗失发票系统登录账号和密码,Fapiao related,payment
Invoice pay12/26,Pay by Invoice,payment
添加订阅提示当前未提供任何优惠。,How to add new subscription,subscription
I can't make any new subscription,How to add new subscription,subscription
删除订阅问题,Disable subscription,subscription
 无法管理订阅的合作伙伴关联,Cannot find my subscription,subscription
合约账号迁移相关,Change Ownership of My Subscription,subscription
需要增加Classic VM Core的数量,Compute,virtual-machines
打开EA门户报错,Enterprise portal enquiry,billing
中国东部核数增加,Compute,virtual-machines
账户合同转移时，如何一次性付清超额费用,Disable subscription,subscription
如何查看客户的账单,Partner ID issue in billing portal,billing
Invoice pay 20170726,Pay by Invoice,payment
添加付费订阅,How to add new subscription,subscription
Azure支付问题,Invoice PI-Cancel Order,payment
存储计费咨询,Azure Offers and Pricing,billing
需要购买证明,Purchase of Proof,billing
将一元订阅变更至预付帐户需要注意什么？现有订阅内的资源能保留吗？,Billing and Payment Issues,billing
我的订阅不支持 中国东部 地区,Other General questions,general
PIA添加订阅问题,How to add new subscription,subscription
一元试用充值失败,Billing and Payment Issues,billing
MPN ID绑定,Partner ID issue in billing portal,billing
云启-中山辰元纺织科技有限公司,Pay by Invoice,payment
如何添加订阅并分配资源,How to add new subscription,subscription
核数扩容,Compute,virtual-machines
删除订阅,Disable subscription,subscription
数据流量计费问题,Azure Offers and Pricing,billing
大客户费用咨询,Disable subscription,subscription
收费问题,Billing and Payment Issues,billing
azure充值问题咨询,Pay by Invoice,payment
1元测试账号转成标准付费账号,How to add new subscription,subscription
web升级企业订阅操作,Switch to Another Offer,subscription
Transfer Ownership to @cme.gbl account,Change Ownership of My Subscription,subscription
disable Mooncake Trial account,Disable subscription,subscription
指导公对公转账,Pay by Invoice,payment
信息咨询,Purchase of Proof,billing
邮件通知,Enterprise billing questions,billing
ea portal 账单刷新时间是什么时候,Enterprise billing questions,billing
SQL server数据库收费,Azure Offers and Pricing,billing
Azure账单相关,Billing and Payment Issues,billing
Azure资源申请 趣链,Compute,virtual-machines
大客户续费问题,Billing and Payment Issues,billing
账户余额问题,Enterprise billing questions,billing
转移订阅,Change Ownership of My Subscription,subscription
vm权限,Other General questions,general
咨询如何在Azure后台下载账单明细,Enterprise billing questions,billing
订阅达到了此位置上 Total Regional vCPUs 的容量,Compute,virtual-machines
Increase core quota for 苏州UL美华认证有限公司,Other General questions,general
注册发票系统一直无法收到激活邮件,Fapiao related,payment
管理员权限问题,Co-admin related issue,subscription
Azure申请开启东区资源,Other General questions,general
金额到账问题,Pay by Invoice,payment
数据库收费标准问题,Azure Offers and Pricing,billing
计费服务不明,Enterprise billing questions,billing
合约帐号问题,Enterprise billing questions,billing
如何取的发票,Fapiao related,payment
将订阅迁移到另外一个账户下,Change Ownership of My Subscription,subscription
如何取消订阅,Disable subscription,subscription
MySQL如何计费,Billing and Payment Issues,billing
关停订阅,Disable subscription,subscription
azure账单咨询,Billing and Payment Issues,billing
怎么给我停止了？,Purchase of Proof,billing
希望通只读角色的账户能够实时下载account门户的详细账单,Billing and Payment Issues,billing
账单明细咨询,Enterprise billing questions,billing
re-active account,Re-Enable a Subscription,subscription
Increase BJB DSv1 core quota by 100 - Datatist,Compute,virtual-machines
请问一个身份证号码跟手机号能申请几个免费订阅,Billing and Payment Issues,billing
付款方式,Billing and Payment Issues,billing
Azure账户的订阅重启,Re-Enable a Subscription,subscription
Azure合同问题,Enterprise billing questions,billing
EA门户，账户问题,Enterprise portal enquiry,billing
关于web应用如何收费的问题,Azure Offers and Pricing,billing
Service Fabric 虚机关闭是否收费,Azure Offers and Pricing,billing
1元试用账户提示没有订阅,Cannot find my subscription,subscription
Invoice pay 2017/12/4,Pay by Invoice,payment
账单和用量查询,Enterprise billing questions,billing
添加管理员出错,Co-admin related issue,subscription
订阅点击取消之后是否还有费用产生,Enterprise billing questions,billing
增加核数对应价格,Azure Offers and Pricing,billing
Windows虚拟机license收费标准,Azure Offers and Pricing,billing
cpu核心的个数,Compute,virtual-machines
请问怎么申请修改发票抬头，想改成公司抬头,Fapiao related,payment
EA账号订阅迁移到另外一个ea后的问题,Change Ownership of My Subscription,subscription
RE-Enable a trial subscription and settle pervious charges,Billing and Payment Issues,billing
大客户咨询如何添加订阅,How to add new subscription,subscription
Invoice pay 匹配,Pay by Invoice,payment
虚拟机系列价格咨询,Azure Offers and Pricing,billing
Invoice PI Cancel order- 1211,Invoice PI-Cancel Order,payment
Invoice Cancel order,Invoice PI-Cancel Order,payment
web direct升级EA绑定问题,Switch to Another Offer,subscription
Looking for A3 VM in ChinaEast,Other General questions,general
计费疑问,Azure Offers and Pricing,billing
EA门户相关问题,How to add new subscription,subscription
订阅被停,Enterprise billing questions,billing
充值到账问题,Pay by Invoice,payment
存储价格详情,Azure Offers and Pricing,billing
CPU核数不够用,Other General questions,general
请尽快更新订阅余额,Pay by Invoice,payment
取消订单-重复下单-2017-12-18/19,Invoice PI-Cancel Order,payment
帮忙提供fraud数据,Other General questions,general
如何修改备用邮箱地址,Other General questions,general
查看详细的账单,Enterprise billing questions,billing
增加虚机的需求 -- 雅培,Compute,virtual-machines
Quota increase - 迪卡侬,Compute,virtual-machines
需要明确下虚拟机按使用量付费的细节,Azure Offers and Pricing,billing
支付方式更改,Pay by Invoice,payment
一元试用在支付页面加载失败。如何重新支付？,Billing and Payment Issues,billing
出网流量问题,Billing and Payment Issues,billing
帮忙重新激活订阅以及切换订阅,Re-Enable a Subscription,subscription
VM资费咨询,Azure Offers and Pricing,billing
ARM界面VM的公共IP和专用IP如何计费,Azure Offers and Pricing,billing
increase CPU core limit in Azure from 100 to 150,Compute,virtual-machines
用自定义镜像创建虚拟机的计费问题,Azure Offers and Pricing,billing
Power Bi embedded 收费方式,Azure Offers and Pricing,billing
申请东部Dv2虚拟机资源,Other questions about billing portal,billing
怎么被取消？,Other questions about billing portal,billing
ea账户管理,How to add admin in EA Portal,billing
Cancel invoice order - 大于7天未完成,Invoice PI-Cancel Order,payment
如何销户,Other General questions,general
开通东部资源权限,Other General questions,general
Block存储费用,Enterprise billing questions,billing
对公转账咨询,Pay by Invoice,payment
申请发票 ,Fapiao related,payment
请尽快重新激活订阅,Re-Enable a Subscription,subscription
Subscription Owner Transfer to @cme.gbl account,Change Ownership of My Subscription,subscription
Cancel invoice order,Invoice PI-Cancel Order,payment
订阅和账单问题,Billing and Payment Issues,billing
Invoice PI 匹配-0808,Pay by Invoice,payment
如何变更公司名称,Other questions about billing portal,billing
Can't create a new subscription,How to add new subscription,subscription
Transfer我的这个订阅到我O365的Directory,Change Ownership of My Subscription,subscription
注册发票账号问题,Fapiao related,payment
数据导出费用咨询,Azure Offers and Pricing,billing
账单设置,Billing and Payment Issues,billing
Azure 账户管理员权限不希望给到普通用户，并希望同事使用此产品,Co-admin related issue,subscription
信息更改,Other questions about billing portal,billing
如何购买新的资源？,Billing and Payment Issues,billing
加核咨询,Compute,virtual-machines
内核增加到200,Compute,virtual-machines
虚拟网络数量已经达到配额，申请,VNET,virtual-network
1RMB支付失败,Billing and Payment Issues,billing
D系列虚拟机申请,Compute,virtual-machines
如何获得发票,Fapiao related,payment
合同咨询,Purchase of Proof,billing
虚拟机使用CPP额度计费了,Enterprise billing questions,billing
管理员角色问题,Co-admin related issue,subscription
账号下面没有钱,Pay by Invoice,payment
订阅内无法添加,Billing and Payment Issues,billing
支付宝充值成功，但后台依然未显示,Billing and Payment Issues,billing
东部资源受限,Other General questions,general
账户充值咨询,Billing and Payment Issues,billing
RE:  Cancel internal subscription  Initial Response,Disable subscription,subscription
支付方式添加,Billing and Payment Issues,billing
Move AD & subscription to new account,Change Ownership of My Subscription,subscription
变更账户最大核心支持数,Compute,virtual-machines
配置ER专线的费用咨询,Azure Offers and Pricing,billing
为什么没显示订阅类型的变更,Other questions about billing portal,billing
重新开发票,Fapiao related,payment
Azure更改账户基本信息,Other questions about billing portal,billing
Extension the NSG rules,NSG,virtual-network
Invoice pay 20170731,Pay by Invoice,payment
更换订阅计划以后，资源转移问题,Re-Enable a Subscription,subscription
关于试用帐号转正式帐号,Switch to Another Offer,subscription
PIA在线付款协议,Purchase of Proof,billing
Azure 修改发票系统邮箱,Fapiao related,payment
收费详情,Billing and Payment Issues,billing
带宽怎么收费,Azure Offers and Pricing,billing
DocumentDB价格,Billing and Payment Issues,billing
EA Portal 相关问题,Enterprise billing questions,billing
恢复删除的账号,Co-admin related issue,subscription
一元试用无法进行支付,Billing and Payment Issues,billing
DS2虚拟机捕获镜像,Azure Offers and Pricing,billing
1RMB试用消费问题,Billing and Payment Issues,billing
Increase ARM Cores,Compute,virtual-machines
发票系统登录不了,Fapiao related,payment
虚拟网络的计费标准,Azure Offers and Pricing,billing
费用调整咨询,Enterprise portal enquiry,billing
IRMB无法完成支付,Billing and Payment Issues,billing
信用额度,Billing and Payment Issues,billing
如何禁用一个用户 ,Disable subscription,subscription
发票系统进不去,Fapiao related,payment
云伴计划-0207,Monetary Credit,payment
客户要查询试用的起止时间,Billing and Payment Issues,billing
测试账号转标准预付费账号操作,"Purchase, Update subscription",billing
AIRS Site fails when approving internal IO funding of Azure account,Other General questions,general
无权创建订阅,How to add new subscription,subscription
发票问题咨询,Fapiao related,payment
更改发票信息,Fapiao related,payment
Map SubID to OrgID,Other General questions,general
取消订阅问题,Disable subscription,subscription
vm计费咨询,Enterprise billing questions,billing
Marriott-White list request,Other General questions,general
发票系统邮箱更改,Fapiao related,payment
申请发票提示金额需要大于0,Fapiao related,payment
导出EA测试账户使用量详情,Need a Copy of My Bill and Usage,billing
发票注册账户不成功,Fapiao related,payment
订阅权限分配问题,Co-admin related issue,subscription
订阅被Suspended,Re-Enable a Subscription,subscription
线下付款,Pay by Invoice,payment
查看账单报错,Other questions about billing portal,billing
磁盘扩容费用咨询,Azure Offers and Pricing,billing
账户激活,Fail to log in management portal,azure-portal
cancel order-2017/12/22,Invoice PI-Cancel Order,payment
更改发票邮寄地址,Fapiao related,payment
云启-无锡爱源金鹰网络科技有限公司,Pay by Invoice,payment
希望提升中国东部区域Dv2系列核心配额到50个,Compute,virtual-machines
如何关联partner ID,Partner ID issue in billing portal,billing
固定IP收费咨询,Azure Offers and Pricing,billing
文件备份的容器具体价格咨询,Azure Offers and Pricing,billing
新建账户登陆门户提示没有订阅,How to add new subscription,subscription
mapsub ID,Other General questions,general
CPP价格咨询,Azure Offers and Pricing,billing
azure storage的个数是否对pricing产生影响？,Azure Offers and Pricing,billing
Cancel duplicate order,Invoice PI-Cancel Order,payment
注册发票系统提示无此订单号,Fapiao related,payment
管理员账号咨询,Other General questions,general
公司服务订阅绑定问题,Partner ID issue in billing portal,billing
询问我公司帐号从2016年1月份以来的消费情况,Enterprise billing questions,billing
Quota Increase-山西汾谓能源开发咨询有限公司,Compute,virtual-machines
Invoice PI 匹配- 0424-Cancel order,Pay by Invoice,payment
申请增加storage quota,Storage,storage
异常付款提示,Other General questions,general
"cancel orders > 7 days, no payment received.",Invoice PI-Cancel Order,payment
一元使用订阅付款后一直卡在挂起状态,Billing and Payment Issues,billing
电汇时间太久，更换网银支付,Change Payment Method,billing
数据和网站备份,Re-Enable a Subscription,subscription
云服务可用剩余天数,Other General questions,general
支付后长时间处于等待完成状态,Billing and Payment Issues,billing
quota查询,Compute,virtual-machines
申请BJB F系列cores的配额 - 才云,Compute,virtual-machines
Quota increase-云智慧,Compute,virtual-machines
云启计划-2017/3/15,Monetary Credit,payment
EA Portal功能设置,Enterprise portal enquiry,billing
未完成付款可否继续付款,Billing and Payment Issues,billing
EA Portal中10，11月两个月的调整金额问题,Enterprise billing questions,billing
云伴计划-0322,Monetary Credit,payment
Azure EA Trial account core limitation increasement request,Compute,virtual-machines
还是信用卡额度问题,Billing and Payment Issues,billing
Cancel > 7 days order,Invoice PI-Cancel Order,payment
订阅余额咨询问题,Enterprise billing questions,billing
订阅挂起,Billing and Payment Issues,billing
更改账户信息,Other questions about billing portal,billing
Azure支付与登陆问题,Billing and Payment Issues,billing
EA界面提示账户被锁定,Cannot log into EA portal,billing
订阅的CPU和云服务扩容,Compute,virtual-machines
发票下载,Fapiao related,payment
余额咨询,Billing and Payment Issues,billing
线下付款咨询,Pay by Invoice,payment
激活Azure订阅,How to add new subscription,subscription
新azure的core数的配额,Compute,virtual-machines
ExpressRoute专线费用咨询,Azure Offers and Pricing,billing
接入商服务协议,Purchase of Proof,billing
高级存储计费方式,Azure Offers and Pricing,billing
这台虚拟机计时有问题,Enterprise billing questions,billing
Invoice PI-Cancel order,Invoice PI-Cancel Order,payment
新建账户无法登入ea,Enterprise portal enquiry,billing
EA订阅重启,Switch to Another Offer,subscription
vpn入站流量免20tb,Enterprise billing questions,billing
你好账户余额是否可以退款,Refund Request,payment
添加合作伙伴ID号,Partner ID issue in billing portal,billing
云启Credit Back 申请--0104,Monetary Credit,payment
后台管理员权限怎样授权给别人,Co-admin related issue,subscription
exceeding quota limits of Core,Compute,virtual-machines
怎么选择不继续订阅,Other General questions,general
为什么我已经交了申请试用的钱还是不能用,Billing and Payment Issues,billing
指导进行续费,Billing and Payment Issues,billing
12月账单核查,Enterprise billing questions,billing
客户查询所有费用使用量金额冲帐户时多少钱,Azure Offers and Pricing,billing
