title,description,ms.service
 使用 Azure CLI 1.0 创建完整的 Linux 环境 | Azure, 使用 Azure CLI 1.0 从头开始创建存储、Linux VM、虚拟网络和子网、负载均衡器、NIC、公共 IP 和网络安全组。, virtual-machines-linux
 使用 Azure CLI 2.0 创建 Linux 环境 | Azure, 使用 Azure CLI 2.0 从头开始创建存储、Linux VM、虚拟网络和子网、负载均衡器、NIC、公共 IP 和网络安全组。, virtual-machines-linux
 使用 Azure CLI 1.0 在 Linux 虚拟机上部署 LAMP | Azure, 了解如何在 Azure 中的 Linux VM 上安装 LAMP 堆栈, virtual-machines-linux
 在 Azure 中的 Linux 虚拟机上部署 LAMP | Azure, 了解如何在 Azure 中的 Linux VM 上安装 LAMP 堆栈, virtual-machines-linux
 创建适用于 Azure 中 Linux VM 的 SSH 密钥对的详细步骤 | Azure, 了解如何通过其他步骤创建适用于 Azure 中 Linux VM 的 SSH 公钥和私钥对，以及如何将特定证书用于不同的情况。, virtual-machines-linux
 使用 Azure 模板创建 Linux VM | Azure, 使用 Azure Resource Manager 模板在 Azure 上创建 Linux VM。, virtual-machines-linux
 在 Azure 中创建和上载基于 CentOS 的 Linux VHD, 了解如何创建和上载包含基于 CentOS 的 Linux 操作系统的 Azure 虚拟硬盘 (VHD)。, virtual-machines-linux
 在 Azure 中创建和上载 Linux VHD, 了解如何创建和上载包含 Linux 操作系统的 Azure 虚拟硬盘 (VHD)。, virtual-machines-linux
 在 Azure 中创建和上载 Ubuntu Linux VHD, 了解如何创建和上载包含 Ubuntu Linux 操作系统的 Azure 虚拟硬盘 (VHD)。, virtual-machines-linux
 创建 Linux VM 的不同方式 | Azure, 介绍在 Azure 上创建 Linux 虚拟机的不同方法，并提供每种方法的工具和教程的链接。, virtual-machines-linux
 在 Azure 中创建 Linux VM 的不同方式 | Azure, 介绍在 Azure 上创建 Linux 虚拟机的不同方法，并提供每种方法的工具和教程的链接。, virtual-machines-linux
 准备 Debian Linux VHD | Azure, 了解如何创建 Debian 7 和 8 的 VHD 文件，以便在 Azure 中进行部署。, virtual-machines-linux
 将 Linux VM 部署到现有网络 - Azure CLI | Azure, 使用 CLI 将 Linux VM 部署到现有虚拟网络。, virtual-machines-linux
 使用 Azure CLI 2.0 将 Linux VM 部署到现有网络中 | Azure, 了解如何使用 Azure CLI 2.0 将 Linux 虚拟机部署到现有虚拟网络, virtual-machines-linux
 使用门户将 Linux VM 部署到现有 Azure 虚拟网络 | Azure, 使用门户将 Linux VM 部署到现有 Azure 虚拟网络。, virtual-machines-linux
 从 Linux VM 中分离数据磁盘 - Azure | Azure, 了解如何使用 CLI 2.0 或 Azure 门户从 Azure 虚拟机中分离数据磁盘。, virtual-machines-linux
 Azure VM 的详细 SSH 故障排除 | Azure, 对 Azure 虚拟机连接问题进行较详细 SSH 故障排除的步骤, virtual-machines-linux
 Azure 虚拟机 DotNet Core 教程 1 | Azure, Azure 虚拟机 DotNet Core 教程, virtual-machines-linux
 使用 Azure Resource Manager 模板部署计算资源 | Azure, Azure 虚拟机 DotNet Core 教程, virtual-machines-linux
 Azure Resource Manager 模板中的访问权限和安全性 | Azure, Azure 虚拟机 DotNet Core 教程, virtual-machines-linux
 Azure Resource Manager 模板的可用性和缩放 | Azure, Azure 虚拟机 DotNet Core 教程, virtual-machines-linux
 使用虚拟机扩展自动化应用程序部署 | Azure, Azure 虚拟机 DotNet Core 教程, virtual-machines-linux
 使用 Azure CLI 1.0 在 Linux VM 上加密磁盘 | Azure, 如何使用 Azure CLI 1.0 和 Resource Manager 部署模型加密 Linux VM 中的磁盘, virtual-machines-linux
 加密 Azure 中 Linux VM 上的磁盘 | Azure, 如何使用 Azure CLI 2.0 加密 Linux VM 上的虚拟磁盘以增强安全性, virtual-machines-linux
 Linux 的认可分发 | Azure, 了解 Azure 认可的分发中的 Linux，包括 Ubuntu、OpenLogic、Oracle 和 SUSE 的指南。, virtual-machines-linux
 Resource Manager 中的经典终结点概述 | Azure, 了解现在如何在 Resource Manager 中使用网络安全组和 ACL 规则实施经典部署模型中的终结点, virtual-machines-linux
 使用 Azure CLI 1.0 扩展 Linux VM 上的 OS 磁盘 | Azure, 了解如何使用 Azure CLI 1.0 和 Resource Manager 部署模型扩展 Linux VM 上的操作系统 (OS) 虚拟磁盘, virtual-machines-linux
 使用 Azure CLI 1.0 扩展 Linux VM 上的 OS 磁盘 | Azure, 了解如何使用 Azure CLI 1.0 和 Resource Manager 部署模型扩展 Linux VM 上的操作系统 (OS) 虚拟磁盘, virtual-machines-linux
 使用 Linux VM 扩展创作模板 | Azure, 详细了解如何为 Linux VM 使用扩展创建 Azure 资源管理器模板, virtual-machines-linux
 Linux VM 扩展的示例配置 | Azure, 使用扩展为 Linux VM 创作模板的示例配置, virtual-machines-linux
 Linux VM 上的自定义脚本 | Azure, 使用自定义脚本扩展自动化 Linux VM 配置任务, virtual-machines-linux
 适用于 Linux 的虚拟机扩展和功能 | Azure, 了解可为 Azure 虚拟机提供的扩展，这些虚拟机扩展按它们提供或改进的功能进行分组。, virtual-machines-linux
 对 Linux VM 扩展故障进行故障排除 | Azure, 了解如何对 Azure Linux VM 扩展故障进行故障排除, virtual-machines-linux
 有关 Azure 中 Linux VM 的常见问题 | Azure, 回答了通过 Resource Manager 模型创建的 Linux 虚拟机的一些常见问题。, virtual-machines-linux
 使用 FreeBSD 的数据包筛选器在 Azure 中创建防火墙 | Azure, 了解如何在 Azure 中使用 FreeBSD 的 PF 部署 NAT 防火墙。, virtual-machines-linux
 Azure 中 Linux VM 的 VM 重启维护 | Azure, Linux 虚拟机的 VM 重启维护。, virtual-machines-windows
 Azure 中 Linux VM 的可用性集 | Azure, 了解用于在 Azure 基础结构服务中部署可用性集的关键设计和实施准则。, virtual-machines-linux
 示例 Azure 基础结构演练 | Azure, 了解用于在 Azure 中部署示例基础结构的关键设计和实施准则。, virtual-machines-linux
 Azure 基础结构命名准则 - Linux | Azure, 了解在 Azure 基础结构服务中进行命名的关键设计和实施准则。, virtual-machines-linux
 网络基础结构准则 | Azure, 了解用于在 Azure 基础结构服务中部署虚拟网络的关键设计和实施准则。, virtual-machines-linux
 资源组准则 | Azure, 了解用于在 Azure 基础结构服务中部署资源组的关键设计和实施准则。, virtual-machines-linux
 Azure 中 Linux VM 的存储解决方案 | Azure, 了解用于在 Azure 基础结构服务中部署存储解决方案的关键设计和实施准则。, virtual-machines-linux
 订阅和帐户准则 | Azure, 了解 Azure 中订阅和帐户的关键设计和实施准则。, virtual-machines-linux
 Azure Linux 虚拟机准则 | Azure, 了解将 Linux 虚拟机部署到 Azure 中的关键设计和实施准则, virtual-machines-linux
 使用 Azure CLI 1.0 在 Linux VM 上安装 MongoDB | Azure, 了解如何使用 Resource Manager 部署模型在 Azure 中的 Linux 虚拟机上安装和配置 MongoDB。, virtual-machines-linux
 使用 Azure CLI 2.0 在 Linux VM 上安装 MongoDB | Azure, 了解如何使用 Azure CLI 2.0 在 Linux 虚拟机上安装和配置 MongoDB, virtual-machines-linux
 Azure 中的 Linux 简介 | Azure, 了解如何在 Azure 上使用 Linux 虚拟机。, virtual-machines-linux
 创建 Jupyter/IPython Notebook | Azure, 了解如何在使用 Azure 中的资源管理器部署模型创建的 Linux 虚拟机上部署 Jupyter/IPython Notebook。, virtual-machines-linux
 使用 Azure CLI 1.0 为 Linux VM 设置 Key Vault | Azure, 如何使用 Azure CLI 1.0 设置用于 Azure Resource Manager 虚拟机的密钥保管库。, virtual-machines-linux
 为 Linux VM 设置 Azure Key Vault | Azure, 如何使用 CLI 2.0 设置用于 Azure Resource Manager 虚拟机的 Key Vault。, virtual-machines-linux
 创建适用于 Azure 上的 Linux VM 的 SSH 密钥对 | Azure, 安全地创建适用于 Azure Linux VM 的 SSH 公钥和私钥对。, virtual-machines-linux
 创建和使用适用于 Azure 中 Linux VM 的 SSH 密钥对 | Azure, 如何创建和使用适用于 Azure 中 Linux VM 的 SSH 公钥和私钥对，提高身份验证过程的安全性。, virtual-machines-linux
 通过配置 SSHD 禁用 Linux VM 上的 SSH 密码 | Azure, 通过禁用 SSH 的密码登录来保护 Azure 上的 Linux VM。, virtual-machines-linux
 Azure 中 Windows VM 的 VM 保留维护 | Azure, 用于内存保留更新的就地 VM 迁移。, virtual-machines-windows
 管理 Linux VM 的可用性 | Azure, 了解如何使用多个虚拟机来确保 Linux 应用程序在 Azure 中的高可用性, virtual-machines-linux
 使用 Azure CLI 将 VM 迁移到 Resource Manager | Azure, 本文逐步讲解如何使用 Azure CLI 对资源进行平台支持的从经典部署模型到 Azure Resource Manager 部署模型的迁移, virtual-machines-linux
 有关平台支持的从经典部署模型到 Azure Resource Manager 的迁移的技术深入探讨 | Azure, 本文对平台支持的从经典部署模型到 Azure Resource Manager 的资源迁移做了深入的技术探讨, virtual-machines-linux
 从经典迁移到 Azure Resource Manager 期间的常见错误 | Azure, 本文编录了将 IaaS 资源从 Azure 服务管理迁移到 Azure Resource Manager 堆栈期间的最常见错误和缓解措施。, virtual-machines-linux
 有关从经典部署模型迁移到 Azure Resource Manager 部署模型的常见问题 | Azure, 有关从经典部署模型迁移到 Azure Resource Manager 部署模型的常见问题, virtual-machines-linux
 平台支持的从经典部署模型到 Azure Resource Manager 部署模型的 IaaS 资源迁移概述 | Azure, 本文逐步讲解如何对资源进行平台支持的从经典部署模型到 Azure Resource Manager 的迁移, virtual-machines-linux
 规划从经典部署模型到 Azure Resource Manager 部署模型的 IaaS 资源迁移 | Azure, 规划将 IaaS 资源从经典部署模型迁移到 Azure Resource Manager, virtual-machines-linux
 通过 Azure CLI 1.0 使用 SMB 在 Linux VM 上装载 Azure 文件存储 | Azure, 如何使用 SMB 在 Linux VM 上装载 Azure 文件存储, virtual-machines-linux
 使用 SMB 在 Linux VM 上装载 Azure 文件存储 | Azure, 如何通过 Azure CLI 2.0 使用 SMB 在 Linux VM 上装载 Azure 文件存储, virtual-machines-linux
 移动 Azure 中的 Linux VM | Azure, 在 Resource Manager 部署模型中将 Linux VM 移到其他 Azure 订阅或资源组。, virtual-machines-linux
 在 Azure 中创建具有多个 NIC 的 Linux VM | Azure, 了解如何使用 Azure CLI 或 Resource Manager 模板创建附有多个 NIC 的 Linux VM。, virtual-machines-linux
 使用 Azure CLI 2.0 创建具有多个 NIC 的 Linux VM | Azure, 了解如何使用 Azure CLI 2.0 或 Resource Manager 模板创建具有多个 NIC 的 Linux VM。, virtual-machines-linux
 在 Linux VM 上设置 MySQL | Azure, 了解如何在 Azure 中的 Linux 虚拟机（Ubuntu 或 RedHat 系列 OS）上安装 MySQL 堆栈, virtual-machines-linux
 使用 Azure CLI 1.0 打开 Linux VM 的端口 | Azure, 了解如何使用 Azure Resource Manager 部署模型和 Azure CLI 1.0 在 Linux VM 上打开端口/创建终结点, virtual-machines-linux
 使用 Azure CLI 2.0 打开 Linux VM 的端口 | Azure, 了解如何使用 Azure Resource Manager 部署模型和 Azure CLI 2.0 在 Linux VM 上打开端口/创建终结点, virtual-machines-linux
 Azure 上的 Linux 和开源计算 | Azure, 列出 Azure 上的 Linux 和开源计算文章，包括基本的 Linux 用法，关于在 Azure 上运行或上载 Linux 映像的一些基本概念，以及关于特定技术或优化的其他内容。, virtual-machines-linux
 在 Azure 上优化 Linux VM | Azure, 了解一些优化提示，以确保正确设置你的 Linux VM，从而在 Azure 上获得最佳性能, virtual-machines-linux
 创建和上载 Oracle Linux VHD | Azure, 了解如何创建和上载包含 Oracle Linux 操作系统的 Azure 虚拟硬盘 (VHD)。, virtual-machines-linux
 Azure 中 Linux VM 的概述 | Azure, 介绍 Linux 虚拟机上的 Azure 计算、存储和网络服务。, virtual-machines-linux
 如何为 Azure VM 安排计划内的维护 | Azure, 了解如何在 Azure VM 上安排计划内的维护。, virtual-machines-linux
 Azure 中 Liunx VM 的计划内维护 | Azure, 了解什么是 Azure 计划内维护以及它如何影响正在 Azure 中运行的 Windows 虚拟机。, virtual-machines-linux
 将策略应用到 Azure Resource Manager 虚拟机 | Azure, 如何将策略应用到 Azure Resource Manager Linux 虚拟机, virtual-machines-linux
 在 Azure 门户中为 VM 创建 FQDN | Azure, 了解如何在 Azure 门户中为基于 Resource Manager 的虚拟机创建完全限定域名 (FQDN)。, virtual-machines-linux
 在运行 Linux 的 Azure 虚拟机上安装和配置 PostgreSQL, 了解如何在 Azure 中的 Linux 虚拟机上安装和配置 PostgreSQL, virtual-machines-linux
 Azure 虚拟机 PowerShell 示例 | Azure, Azure 虚拟机 PowerShell 示例, virtual-machines-linux
 在 Linux 上使用 Django 创建 Python Web 应用 | Azure, 了解如何在 Azure 中使用 Linux 虚拟机托管基于 Django 的 Web 应用程序。, virtual-machines-linux
 使用 Azure CLI 1.0 创建 Linux VM | Azure, 使用 Azure CLI 1.0 在 Azure 上创建 Linux VM, virtual-machines-linux
 Azure 快速入门 - 创建 VM CLI | Azure, 快速了解如何使用 Azure CLI 创建虚拟机。, virtual-machines-linux
 Azure 快速入门 - 创建 VM 门户 | Azure, Azure 快速入门 - 创建 VM 门户, virtual-machines-linux
 Azure 快速入门 - 创建 VM PowerShell | Azure, 快速了解如何使用 PowerShell 创建 Linux 虚拟机, virtual-machines-linux
 在 Azure 中重新部署 Linux 虚拟机 | Azure, 如何通过在 Azure 中重新部署 Linux 虚拟机来解决 SSH 连接问题。, virtual-machines-linux
 创建并上传可在 Azure 中使用的 Red Hat Enterprise Linux VHD | Azure, 了解如何创建和上传包含 Red Hat Linux 操作系统的 Azure 虚拟硬盘 (VHD)。, virtual-machines-linux
 Azure 区域和 Linux VM 可用性 | Azure, 了解能够在 Azure 中运行 Linux 虚拟机的区域和可用性功能, virtual-machines-linux
 VM 重新启动或大小调整问题 | Azure, 排查在 Azure 中重新启动或调整现有 Linux 虚拟机时遇到的 Resource Manager 部署问题, virtual-machines-linux
 Azure Linux VM 大小 - 计算优化 | Azure, 列出 Azure 中适用于 Linux 虚拟机的各种计算优化大小。, virtual-machines-linux
 Azure Linux VM 大小 - 通用 | Azure, 列出 Azure 中 Linux 虚拟机进行常规用途所适用的各种大小。, virtual-machines-linux
 Linux Azure VM 大小 - 内存 | Azure, 列出 Azure 中适用于 Linux 虚拟机的各种内存优化大小。, virtual-machines-linux
 Azure 中的 Linux VM 大小 | Azure, 列出 Azure 中 Linux 虚拟机的不同可用大小。, virtual-machines-linux
 在 Windows 中对 Linux VM 使用 SSH 密钥 | Azure, 了解如何在 Windows 计算机上生成和使用 SSH 密钥连接到 Azure 上的 Linux 虚拟机。, virtual-machines-linux
 在 Azure 上使用内部 DNS 进行 VM 名称解析 | Azure, 在 Azure 上使用内部 DNS 进行 VM 名称解析。, virtual-machines-linux
 在 Azure CLI 2.0 中使用内部 DNS 进行 VM 名称解析 | Azure, 如何使用 Azure CLI 2.0 在 Azure 中创建虚拟网络接口卡以及使用内部 DNS 进行 VM 名称解析, virtual-machines-linux
 在 Azure 中创建和上载 SUSE Linux VHD, 了解如何创建和上载包含 SUSE Linux 操作系统的 Azure 虚拟硬盘 (VHD)。, virtual-machines-linux
 如何标记 Azure Linux 虚拟机 | Azure, 了解如何标记使用 Resource Manager 部署模型在 Azure 中创建的 Azure Linux 虚拟机。, virtual-machines-linux
 如何标记 Azure Linux 虚拟机 | Azure, 了解如何标记使用 Resource Manager 部署模型在 Azure 中创建的 Azure Linux 虚拟机。, virtual-machines-linux
 VM 上的程序打不开或侦听端口受阻 | Azure, 如果无法启动或使用 Azure VM 上运行的程序，请使用以下步骤来隔离问题根源。, virtual-machines-linux
 排查 Linux VM 部署问题 - RM | Azure, 排查在 Azure 中创建新 Linux 虚拟机时遇到的 Resource Manager 部署问题, virtual-machines-linux
 将 Linux 故障排除 VM 与 Azure CLI 1.0 配合使用 | Azure, 了解如何通过使用 Azure CLI 1.0 将 OS 磁盘连接到恢复 VM 来排查 Linux VM 问题, virtual-machines-linux
 在门户中使用 Linux 故障排除 VM | Azure, 了解如何通过使用 Azure 门户将 OS 磁盘连接到恢复 VM 来排查 Linux 虚拟机问题, virtual-machines-linux
 将 Linux 故障排除 VM 与 Azure CLI 2.0 配合使用 | Azure, 了解如何通过使用 Azure CLI 2.0 将 OS 磁盘连接到恢复 VM 来排查 Linux VM 问题, virtual-machines-linux
 排查到 Azure VM 的 SSH 连接问题 | Azure, 如何排查运行 Linux 的 Azure VM 上发生的“SSH 连接失败”或“SSH 连接被拒绝”等问题。, virtual-machines-linux
 将 Azure VM 转换为一个规模集 | Azure, 使用 Azure CLI 创建和部署 Linux Azure 虚拟机规模集。, virtual-machine-scale-sets
 使用虚拟机规模集在 Azure 中创建高度可用的应用 | Azure, 使用虚拟机规模集和 Azure CLI 在 Linux VM 上创建和部署高度可用的应用程序。, virtual-machine-scale-sets
 教程 - 在 Azure VM 上生成高可用性应用程序 | Azure, 了解如何在 Azure 中使用负载均衡器在 3 个 Linux VM 之间创建高可用性和安全性的应用程序, virtual-machines-linux
 使用 Azure CLI 管理 Linux 虚拟机 | Azure, 教程 - 使用 Azure CLI 管理 Linux 虚拟机, virtual-machines-linux
 访问 VM ID, 介绍如何访问和使用 Azure VM 唯一 ID, virtual-machines-linux
 从 GitHub 更新 Azure Linux 代理 | Azure, 了解如何从 Github 将 Azure 中 Linux VM 的 Azure Linux 代理更新到最新版本, virtual-machines-linux
 使用 Azure CLI 1.0 上载自定义 Linux 映像 | Azure, 使用 Resource Manager 部署模型和 Azure CLI 1.0 创建包含自定义 Linux 映像的虚拟硬盘 (VHD) 并将其上载到 Azure。, virtual-machines-linux
 使用 Azure CLI 2.0 上传自定义 Linux 磁盘 | Azure, 使用 Resource Manager 部署模型和 Azure CLI 2.0 创建虚拟硬盘 (VHD) 并将其上传到 Azure, virtual-machines-linux
 使用远程桌面连接到 Azure 中的 Linux VM | Azure, 了解如何使用图形工具安装和配置远程桌面 (xrdp) 以连接到 Azure 中的 Linux VM, virtual-machines-linux
 在 Azure 中的 Linux 虚拟机上使用根权限, 了解如何在 Azure 中使用 Linux 虚拟机的根权限。, virtual-machines-linux
 为 Linux 选择用户名 | Azure, 了解如何在 Azure 中选择 Linux 虚拟机的用户名。, virtual-machines-linux
 创建期间使用 cloud-init 在 Azure 中自定义 Linux VM | Azure, 如何通过 Azure CLI 1.0 使用 cloud-init 在创建期间自定义 Linux VM, virtual-machines-linux
 使用 cloud-init 自定义 Linux VM | Azure, 如何通过 Azure CLI 2.0 预览版使用 cloud-init 在创建期间自定义 Linux VM, virtual-machines-linux
 使用 VMAccess 扩展重置 Azure Linux VM 上的访问权限 | Azure, 使用 VMAccess 扩展重置 Azure Linux VM 上的访问权限。, virtual-machines-linux
 配合使用 VMAccess 扩展和 Azure CLI 2.0 来重置访问权限 | Azure, 如何使用 VMAccess 扩展和 Azure CLI 2.0 在 Linux VM 上管理用户和重置访问权限, virtual-machines-linux
 启用或禁用 Azure VM 监视, 介绍如何启用或禁用 Azure VM 监视, virtual-machines-linux
 关于 VM 的 Linux 映像 | Azure, 了解如何对 Azure 中的虚拟机使用 Linux 映像。, virtual-machines-linux
 Azure VM 代理和扩展 | Azure, 提供了代理和扩展的概述以及如何使用经典部署模型安装代理。, virtual-machines-linux
 将磁盘附加到 Linux VM | Azure, 了解如何使用经典部署模型将数据磁盘附加到 Linux VM 并将其初始化，以便它可供使用, virtual-machines-linux
 捕获 Linux VM 的映像 | Azure, 了解如何使用经典部署模型捕获基于 Linux 的 Azure 虚拟机 (VM) 的映像。, virtual-machines-linux
 在 Azure 上通过 Linux 运行 Cassandra | Azure, 如何使用 Node.js 应用在 Azure 虚拟机上通过 Linux 运行 Cassandra 群集, virtual-machines-linux
 经典 Linux VM 的可用性集 |Azure, 在经典部署模型中，使用 Azure 门户和 Azure PowerShell，为新的或现有的 Linux 虚拟机配置可用性集。, virtual-machines-linux
 连接云服务中的 Linux 虚拟机 | Azure, 将使用经典部署模型创建的 Linux 虚拟机连接到 Azure 云服务或虚拟网络。, virtual-machines-linux
 创建 Linux VM | Azure, 了解如何使用运行 Linux 操作系统的经典部署模型创建自定义虚拟机。, virtual-machines-linux
 在 Azure 中创建和上载 Linux VHD | Azure, 使用经典部署模型创建和上载包含 Linux 操作系统的 Azure 虚拟硬盘 (VHD), virtual-machines-linux
 创建自定义 Linux 虚拟机 | Azure, 了解如何从 Azure 经典管理门户使用经典部署模型创建自定义 Linux 虚拟机。, virtual-machines-linux
 从 Linux VM 分离磁盘 | Azure, 了解如何从使用经典部署模型创建的 Azure 虚拟机分离数据磁盘。, virtual-machines-linux
 使用 VM 扩展监视 Linux VM | Azure, 了解如何使用 Linux 诊断扩展监视 Azure 中 Linux VM 的性能和诊断数据。, virtual-machines-linux
 经典 VM 常见问题解答 | Azure, 回答了通过经典部署模型创建的 Azure Linux 虚拟机的一些常见问题。, virtual-machines-linux
 创建和上载 FreeBSD VM 映像 | Azure, 了解如何创建和上载包含 FreeBSD 操作系统的虚拟硬盘 (VHD) 以创建 Azure 虚拟机。, virtual-machines-linux
 将自定义数据注入到虚拟机中 | Azure, 本主题介绍如何在创建实例时将自定义数据注入到 Azure 虚拟机中，以及如何在 Windows 或 Linux 上找到自定义数据。, virtual-machines-linux
 使用 Azure CustomScript Extension 部署 Linux 应用程序, 了解如何使用 Azure CustomScript 扩展在 Linux 虚拟机上部署应用程序, virtual-machines-linux
 管理虚拟机扩展 | Azure, 介绍如何在经典部署模型中添加、查找、更新和删除 Azure 虚拟机的扩展。, virtual-machines-linux
 在 Visual Studio 中创建和管理 Linux VM | Azure, 了解如何使用 Visual Studio 来创建和管理运行 Linux 的 Azure VM, virtual-machines-linux
 在 Azure 上运行 MariaDB (MySQL) 群集 | Azure, 在 Azure 虚拟机上创建 MariaDB + Galera MySQL 群集, virtual-machines-linux
 使用负载均衡集组建 MySQL 的群集 | Azure, 在 Azure 上设置使用经典部署模型创建的负载均衡且高度可用的 Linux MySQL 群集, virtual-machines-linux
 在 Azure 中运行 OpenSUSE Linux 的 VM 上安装 MySQL, 了解如何在 Azure 中的虚拟机上安装 MySQL。, virtual-machines-linux
 优化 Linux 上的 MySQL 性能 | Azure, 了解如何优化运行 Linux 的 Azure 虚拟机 (VM) 上运行的 MySQL。, virtual-machines-linux
 远程桌面到 Linux VM | Azure, 了解如何安装和配置远程桌面以连接到 Azure Linux VM, virtual-machines-linux
 从 CLI 重置 Linux VM 密码和 SSH 密钥 | Azure, 如何使用 VMAccess 扩展从 Azure 命令行接口 (CLI) 重置 Linux VM 密码或 SSH 密钥、修复 SSH 配置，以及检查磁盘一致性, virtual-machines-linux
 VM 重新启动或大小调整问题 | Azure, 排查在 Azure 中重新启动现有 Linux 虚拟机或调整其大小时遇到的经典部署问题, virtual-machines-linux
 在经典 Linux 虚拟机上设置终结点 | Azure, 了解如何在 Azure 经典管理门户中设置终结点以允许与 Azure 中的 Linux 虚拟机通信。, virtual-machines-linux
 在 Linux 虚拟机上设置 Apache Tomcat | Azure, 了解如何使用运行 Linux 的 Azure 虚拟机设置 Apache Tomcat7。, virtual-machines-linux
 排查 Linux VM 经典部署问题 | Azure, 排查在 Azure 中新建 Linux 虚拟机时遇到的经典部署问题, virtual-machines-linux
 在 Linux VM 上托管 Ruby on Rails 网站 | Azure, 在 Azure 上使用 Linux 虚拟机设置和托管基于 Ruby on Rails 的网站。, virtual-machines-linux
 为 Web 应用程序创建虚拟机 | Azure, 使用 Visual Studio 和 Linux 为 Web 应用程序创建 VM, virtual-machines-linux
 Azure CLI 脚本示例 - 在负载均衡虚拟机规模集中部署 LAMP 堆栈 | Azure, 使用自定义脚本扩展在 Azure 上的负载均衡虚拟机规模集中部署 LAMP 堆栈。, virtual-machines-linux
 Azure CLI 脚本示例 - 使用 NGINX 创建 Linux VM | Azure, Azure CLI 脚本示例 - 使用 NGINX 创建 Linux VM, virtual-machines-linux
 Azure CLI 脚本示例 - 使用内部和外部 NSG 创建两个 VM | Azure, Azure CLI 脚本示例 - 使用内部和外部 NSG 创建两个 VM, virtual-machines-linux
 Azure CLI 脚本示例 - 快速创建 Linux VM | Azure, Azure CLI 脚本示例 - 快速创建 Linux VM, virtual-machines-linux
 Azure CLI 脚本示例 - 使用 VHD 创建 VM | Azure, Azure CLI 脚本示例 - 使用虚拟硬盘创建 VM。, virtual-machines-linux
 Azure CLI 脚本示例 - 使用 WordPress 创建 Linux VM | Azure, Azure CLI 脚本示例 - 使用 WordPress 创建 Linux VM, virtual-machines-linux
 Azure CLI 脚本示例 - 创建 Linux VM | Azure, Azure CLI 脚本示例 - 创建 Linux VM, virtual-machines-linux
 Azure CLI 脚本示例 - 装载操作系统磁盘 | Azure, Azure CLI 脚本示例 - 装载操作系统磁盘, virtual-machines-linux
 Azure CLI 脚本示例 - 使用 NLB 创建 Linux VM | Azure, Azure CLI 脚本示例 - 使用 NLB 创建 Linux VM, virtual-machines-linux
 Azure CLI 脚本示例 - 重新启动 VM | Azure, Azure CLI 脚本示例 — 按标记和 ID 重新启动 VM, virtual-machines-linux
 Azure PowerShell 脚本示例 - NGINX | Azure, Azure PowerShell 脚本示例 - NGINX, virtual-machines-linux
 Azure PowerShell 脚本示例 - 创建 Linux VM | Azure, Azure PowerShell 脚本示例 - 创建 Linux VM, virtual-machines-linux
 Azure CLI 脚本示例 - 使用 DSC 创建具有 IIS 的 Windows Server 2016 VM | Azure, Azure CLI 脚本示例 - 使用 DSC 创建具有 IIS 的 Windows Server 2016 VM, virtual-machines-Windows
 Azure CLI 脚本示例 - 安装 IIS | Azure, Azure CLI 脚本示例 - 安装 IIS, virtual-machines-Windows
 Azure CLI 脚本示例 - 使用内部和外部 NSG 创建两个 VM | Azure, Azure CLI 脚本示例 - 使用内部和外部 NSG 创建两个 VM, virtual-machines-windows
 Azure CLI 脚本示例 - 快速创建 Windows Server 2016 VM | Azure, Azure CLI 脚本示例 - 快速创建 Windows Server 2016 VM, virtual-machines-Windows
 Azure CLI 脚本示例 - 创建 Windows Server VM | Azure, Azure CLI 脚本示例 - 创建 Windows Server VM, virtual-machines-Windows
 Azure CLI 脚本示例 - 使用 NLB 创建 Windows Server 2016 VM | Azure, Azure CLI 脚本示例 - 使用 NLB 创建 Windows Server 2016 VM, virtual-machines-Windows
 Azure PowerShell 脚本示例 - IIS 与 DSC | Azure, Azure PowerShell 脚本示例 - IIS 与 DSC, virtual-machines-windows
 Azure PowerShell 脚本示例 - IIS | Azure, Azure PowerShell 脚本示例 - IIS, virtual-machines-windows
 Azure PowerShell 脚本示例 - 创建 Windows VM | Azure, Azure PowerShell 脚本示例 - 创建 Windows VM, virtual-machines-windows
 关于 Windows 虚拟机 | Azure, 了解使用两种部署模型的 Azure 中 Windows 虚拟机的基本信息。, virtual-machines-windows
 Azure 计算单元概述 | Azure, 适用于 Windows 的 Azure 计算单元概念的概述。 ACU 提供了一种在 Azure SKU 中比较 CPU 性能的方法。, virtual-machines-windows
 Azure 虚拟机代理概述 | Azure, Azure 虚拟机代理概述, virtual-machines-windows
 排查 Windows VM 分配失败 | Azure, 在 Azure 中创建、重新启动 Windows VM 或调整其大小时排查分配失败, virtual-machines-windows
 使用模板部署常用应用程序框架 | Azure, 使用 Azure Resource Manager 模板在 Windows 虚拟机创建常用应用程序框架，以便安装 Active Directory、Docker，等等。, virtual-machines-windows
 将数据磁盘附加到 Windows VM |Azure, 如何使用 Resource Manager 部署模型在 Azure 门户中将新磁盘或现有数据磁盘附加到 Windows VM。, virtual-machines-windows
 使用 PowerShell 将数据磁盘附加到 Azure 中的 Windows VM | Azure, 如何通过 Resource Manager 部署模型使用 PowerShell 将新磁盘或现有数据磁盘附加到 Windows VM。, virtual-machines-windows
 从通用化 Azure VM 捕获 VM 映像 | Azure, 了解如何从 Resource Manager 部署模型中创建的通用化 Azure VM 捕获 VM 映像, virtual-machines-windows
